hpRemaining: 9.5 (7.106335201775948)
monstersKilled: 4.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 1.0 (0.0)
actionsTaken: 28.9 (0.3162277660168379)
tilesExplored: 28.9 (0.3162277660168379)
timesCompleted: 9
timesDied: 1
timesUncompleted: 0

hpRemaining;25.0;4.0;9.0;6.0;6.0;7.0;0.0;8.0;15.0;15.0;
monstersKilled;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;29.0;29.0;29.0;29.0;29.0;29.0;28.0;29.0;29.0;29.0;
tilesExplored;29.0;29.0;29.0;29.0;29.0;29.0;28.0;29.0;29.0;29.0;

