hpRemaining: 20.3 (2.496664441476534)
monstersKilled: 2.0 (0.0)
treasuresCollected: 1.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 23.0 (0.0)
tilesExplored: 23.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;20.0;23.0;22.0;21.0;16.0;19.0;17.0;24.0;21.0;20.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;
tilesExplored;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;

