hpRemaining: 19.7 (2.9458068127047605)
monstersKilled: 2.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 15.0 (0.0)
tilesExplored: 15.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;19.0;14.0;21.0;22.0;17.0;20.0;19.0;21.0;25.0;19.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;
tilesExplored;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;

