hpRemaining: 30.0 (3.681787005729087)
monstersKilled: 1.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 25.0 (0.0)
tilesExplored: 25.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;34.0;30.0;27.0;35.0;32.0;35.0;27.0;27.0;27.0;26.0;
monstersKilled;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;
tilesExplored;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;

