hpRemaining: 21.7 (5.657836257007719)
monstersKilled: 3.0 (0.0)
treasuresCollected: 1.0 (0.0)
potionsDrunk: 1.0 (0.0)
actionsTaken: 35.0 (0.0)
tilesExplored: 35.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;20.0;29.0;17.0;12.0;30.0;19.0;26.0;25.0;19.0;20.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;
tilesExplored;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;

