hpRemaining: 18.9 (3.2812599206199233)
monstersKilled: 2.0 (0.0)
treasuresCollected: 1.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 21.0 (0.0)
tilesExplored: 21.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;22.0;23.0;16.0;20.0;16.0;23.0;19.0;18.0;13.0;19.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;
tilesExplored;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;

