hpRemaining: 0.0 (0.0)
monstersKilled: 4.4 (0.699205898780101)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 16.9 (3.7252889522529364)
tilesExplored: 16.9 (3.7252889522529364)
timesCompleted: 0
timesDied: 10
timesUncompleted: 0

hpRemaining;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
monstersKilled;4.0;5.0;3.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;15.0;20.0;9.0;20.0;15.0;15.0;20.0;20.0;15.0;20.0;
tilesExplored;15.0;20.0;9.0;20.0;15.0;15.0;20.0;20.0;15.0;20.0;

