hpRemaining: 28.5 (4.648775226993784)
monstersKilled: 2.0 (0.0)
treasuresCollected: 0.3 (0.4830458915396479)
potionsDrunk: 0.7 (0.48304589153964794)
actionsTaken: 20.0 (0.0)
tilesExplored: 21.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;21.0;34.0;30.0;32.0;33.0;27.0;27.0;28.0;32.0;21.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
potionsDrunk;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;
actionsTaken;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;
tilesExplored;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;

