hpRemaining: 40.0 (0.0)
monstersKilled: 0.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 300.0 (0.0)
tilesExplored: 1.0 (0.0)
timesCompleted: 0
timesDied: 0
timesUncompleted: 10

hpRemaining;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;
monstersKilled;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;

