hpRemaining: 30.8 (9.271221901969318)
monstersKilled: 0.9 (0.8755950357709131)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 300.0 (0.0)
tilesExplored: 10.9 (8.987027688099479)
timesCompleted: 0
timesDied: 0
timesUncompleted: 10

hpRemaining;29.0;40.0;31.0;27.0;17.0;40.0;16.0;28.0;40.0;40.0;
monstersKilled;1.0;0.0;1.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;14.0;1.0;14.0;21.0;21.0;1.0;21.0;14.0;1.0;1.0;

